full_date,year,month,month_name,country,daily_orders,gross_revenue,returns_revenue,net_revenue,is_q4
2010-12-17,2010,12,December,United Kingdom,52,34355.25,-1866.14,32489.11,1
2010-12-19,2010,12,December,EIRE,1,411.1,0.0,411.1,1
2010-12-19,2010,12,December,Germany,1,469.87,0.0,469.87,1
2010-12-19,2010,12,December,United Kingdom,23,6653.94,-17.6,6636.34,1
2010-12-20,2010,12,December,Bahrain,1,205.74,0.0,205.74,1
2010-12-20,2010,12,December,EIRE,2,0.0,-760.31,-760.31,1
2010-12-20,2010,12,December,France,2,1371.19,0.0,1371.19,1
2010-12-20,2010,12,December,Germany,2,631.96,-300.65,331.31,1
2010-12-20,2010,12,December,Netherlands,1,70.96,0.0,70.96,1
2010-12-20,2010,12,December,Switzerland,1,1001.52,0.0,1001.52,1
2010-12-20,2010,12,December,United Kingdom,87,23485.76,-986.42,22499.34,1
2010-12-21,2010,12,December,Belgium,1,237.93,0.0,237.93,1
2010-12-21,2010,12,December,EIRE,1,762.3,0.0,762.3,1
2010-12-21,2010,12,December,France,2,221.28,0.0,221.28,1
2010-12-21,2010,12,December,Italy,1,383.7,0.0,383.7,1
2010-12-21,2010,12,December,Netherlands,1,8520.92,0.0,8520.92,1
2010-12-21,2010,12,December,United Kingdom,60,37177.96,-206.15,36971.81,1
2010-12-22,2010,12,December,Belgium,1,600.72,0.0,600.72,1
2010-12-22,2010,12,December,France,1,110.4,0.0,110.4,1
2010-12-22,2010,12,December,United Kingdom,20,4190.45,-65.4,4125.05,1
2010-12-23,2010,12,December,EIRE,2,289.85,-15.0,274.85,1
2010-12-23,2010,12,December,Germany,3,1391.55,-56.95,1334.6,1
2010-12-23,2010,12,December,United Kingdom,33,10391.11,-207.85,10183.26,1
2011-01-04,2011,1,January,Sweden,2,547.56,-40.0,507.56,0
2011-01-04,2011,1,January,United Kingdom,55,15467.37,-1035.6,14431.77,0
2011-01-05,2011,1,January,Bahrain,1,0.0,-205.74,-205.74,0
2011-01-05,2011,1,January,Belgium,1,0.0,-2.95,-2.95,0
2011-01-05,2011,1,January,EIRE,1,0.0,-232.67,-232.67,0
2011-01-05,2011,1,January,France,4,1391.18,-21.9,1369.28,0
2011-01-05,2011,1,January,Germany,2,0.0,-148.54,-148.54,0
2011-01-05,2011,1,January,Italy,1,0.0,-7.65,-7.65,0
2011-01-05,2011,1,January,Portugal,1,0.0,-57.6,-57.6,0
2011-01-05,2011,1,January,United Kingdom,65,31224.34,-33523.65,-2299.31,0
2011-01-06,2011,1,January,Australia,2,7154.38,0.0,7154.38,0
2011-01-06,2011,1,January,Belgium,1,0.0,-31.95,-31.95,0
2011-01-06,2011,1,January,France,3,799.02,-54.0,745.02,0
2011-01-06,2011,1,January,Germany,1,0.0,-6.6,-6.6,0
2011-01-06,2011,1,January,Japan,1,0.0,-109.8,-109.8,0
2011-01-06,2011,1,January,United Kingdom,69,32427.8,-1159.57,31268.23,0
2011-01-07,2011,1,January,France,2,1065.09,0.0,1065.09,0
2011-01-07,2011,1,January,Germany,4,3976.13,0.0,3976.13,0
2011-01-07,2011,1,January,Spain,1,1138.67,0.0,1138.67,0
2011-01-07,2011,1,January,United Kingdom,51,22656.7,-1603.45,21053.25,0
2011-01-09,2011,1,January,EIRE,1,258.0,0.0,258.0,0
2011-01-09,2011,1,January,France,1,114.0,0.0,114.0,0
2011-01-09,2011,1,January,Portugal,2,1100.16,0.0,1100.16,0
2011-01-09,2011,1,January,United Kingdom,47,14306.04,-67.4,14238.64,0
2011-01-10,2011,1,January,Australia,1,81.6,0.0,81.6,0
2011-01-10,2011,1,January,EIRE,1,0.0,-15.0,-15.0,0
2011-01-10,2011,1,January,France,1,1238.06,0.0,1238.06,0
2011-01-10,2011,1,January,Germany,3,682.33,-21.9,660.43,0
2011-01-10,2011,1,January,Israel,1,379.84,0.0,379.84,0
2011-01-10,2011,1,January,Spain,1,1715.85,0.0,1715.85,0
2011-01-10,2011,1,January,United Kingdom,53,20464.69,-340.53,20124.16,0
2011-01-11,2011,1,January,Australia,1,462.5,0.0,462.5,0
2011-01-11,2011,1,January,France,4,1512.64,0.0,1512.64,0
2011-01-11,2011,1,January,Germany,1,144.26,0.0,144.26,0
2011-01-11,2011,1,January,Spain,2,4564.3,0.0,4564.3,0
2011-01-11,2011,1,January,United Kingdom,76,61959.14,-838.46,61120.68,0
2011-01-12,2011,1,January,Belgium,1,651.16,0.0,651.16,0
2011-01-12,2011,1,January,Cyprus,1,547.5,0.0,547.5,0
2011-01-12,2011,1,January,France,4,1415.63,-9.95,1405.68,0
2011-01-12,2011,1,January,Germany,2,250.65,-1.25,249.4,0
2011-01-12,2011,1,January,United Kingdom,54,21828.84,-723.8,21105.04,0
2011-01-13,2011,1,January,Germany,1,753.45,0.0,753.45,0
2011-01-13,2011,1,January,Italy,1,1608.66,0.0,1608.66,0
2011-01-13,2011,1,January,United Kingdom,49,18262.53,-91.1,18171.43,0
2011-01-14,2011,1,January,Australia,1,177.0,0.0,177.0,0
2011-01-14,2011,1,January,EIRE,1,16774.72,0.0,16774.72,0
2011-01-14,2011,1,January,France,3,1790.43,0.0,1790.43,0
2011-01-14,2011,1,January,Germany,3,534.02,0.0,534.02,0
2011-01-14,2011,1,January,Netherlands,1,10389.06,0.0,10389.06,0
2011-01-14,2011,1,January,United Kingdom,47,17909.17,-199.64,17709.53,0
2011-01-16,2011,1,January,United Kingdom,29,7239.56,-125.45,7114.11,0
2011-01-17,2011,1,January,Australia,1,431.3,0.0,431.3,0
2011-01-17,2011,1,January,France,1,732.14,0.0,732.14,0
2011-01-17,2011,1,January,Germany,2,1316.9,0.0,1316.9,0
2011-01-17,2011,1,January,Poland,1,613.22,0.0,613.22,0
2011-01-17,2011,1,January,United Kingdom,49,26239.46,-45.7,26193.76,0
2011-01-18,2011,1,January,EIRE,1,465.58,0.0,465.58,0
2011-01-18,2011,1,January,Germany,1,132.52,0.0,132.52,0
2011-01-18,2011,1,January,Portugal,1,2271.62,0.0,2271.62,0
2011-01-18,2011,1,January,Spain,1,681.05,0.0,681.05,0
2011-01-18,2011,1,January,United Kingdom,47,92424.88,-77297.25,15127.63,0
2011-01-19,2011,1,January,Australia,1,238.5,0.0,238.5,0
2011-01-19,2011,1,January,Belgium,1,0.0,-11.25,-11.25,0
2011-01-19,2011,1,January,France,1,752.75,0.0,752.75,0
2011-01-19,2011,1,January,Germany,1,63.0,0.0,63.0,0
2011-01-19,2011,1,January,Netherlands,1,7722.04,0.0,7722.04,0
2011-01-19,2011,1,January,Spain,1,112.92,0.0,112.92,0
2011-01-19,2011,1,January,Switzerland,2,3604.63,0.0,3604.63,0
2011-01-19,2011,1,January,United Kingdom,35,13436.93,-337.51,13099.42,0
2011-01-20,2011,1,January,Australia,1,87.75,0.0,87.75,0
2011-01-20,2011,1,January,Belgium,1,225.6,0.0,225.6,0
2011-01-20,2011,1,January,EIRE,1,2756.84,0.0,2756.84,0
2011-01-20,2011,1,January,France,2,1516.68,-43.8,1472.88,0
2011-01-20,2011,1,January,Netherlands,1,305.28,0.0,305.28,0
2011-01-20,2011,1,January,Spain,1,0.0,-65.7,-65.7,0
2011-01-20,2011,1,January,United Kingdom,45,16352.29,-1313.38,15038.91,0
2011-01-21,2011,1,January,Finland,1,661.58,0.0,661.58,0
2011-01-21,2011,1,January,France,1,0.0,-5.45,-5.45,0
2011-01-21,2011,1,January,Germany,1,0.0,-62.25,-62.25,0
2011-01-21,2011,1,January,Italy,1,341.0,0.0,341.0,0
2011-01-21,2011,1,January,Netherlands,1,8060.3,0.0,8060.3,0
2011-01-21,2011,1,January,United Kingdom,58,23567.42,-594.16,22973.26,0
2011-01-23,2011,1,January,France,1,514.5,0.0,514.5,0
2011-01-23,2011,1,January,United Kingdom,29,9885.75,-114.3,9771.45,0
2011-01-24,2011,1,January,EIRE,1,282.44,0.0,282.44,0
2011-01-24,2011,1,January,France,1,190.2,0.0,190.2,0
2011-01-24,2011,1,January,Germany,3,2364.78,0.0,2364.78,0
2011-01-24,2011,1,January,Greece,1,2661.24,0.0,2661.24,0
2011-01-24,2011,1,January,Hong Kong,1,2439.76,0.0,2439.76,0
2011-01-24,2011,1,January,Spain,1,157.45,0.0,157.45,0
2011-01-24,2011,1,January,United Kingdom,52,17622.92,-178.17,17444.75,0
2011-01-25,2011,1,January,Belgium,1,323.44,0.0,323.44,0
2011-01-25,2011,1,January,Finland,1,227.44,0.0,227.44,0
2011-01-25,2011,1,January,France,3,36.0,-32.55,3.45,0
2011-01-25,2011,1,January,Germany,4,2416.84,-44.7,2372.14,0
2011-01-25,2011,1,January,Singapore,1,2053.07,0.0,2053.07,0
2011-01-25,2011,1,January,United Kingdom,76,24020.68,-1028.7,22991.98,0
2011-01-26,2011,1,January,EIRE,1,802.56,0.0,802.56,0
2011-01-26,2011,1,January,Germany,2,1175.76,0.0,1175.76,0
2011-01-26,2011,1,January,Iceland,1,475.39,0.0,475.39,0
2011-01-26,2011,1,January,Italy,1,452.85,0.0,452.85,0
2011-01-26,2011,1,January,Portugal,1,683.93,0.0,683.93,0
2011-01-26,2011,1,January,United Kingdom,65,16331.8,-428.97,15902.83,0
2011-01-27,2011,1,January,Channel Islands,1,675.58,0.0,675.58,0
2011-01-27,2011,1,January,EIRE,1,564.05,0.0,564.05,0
2011-01-27,2011,1,January,France,1,0.0,-14.65,-14.65,0
2011-01-27,2011,1,January,Germany,4,767.99,-94.46,673.53,0
2011-01-27,2011,1,January,Italy,1,0.0,-33.5,-33.5,0
2011-01-27,2011,1,January,Lebanon,1,1693.88,0.0,1693.88,0
2011-01-27,2011,1,January,Spain,1,1715.85,0.0,1715.85,0
2011-01-27,2011,1,January,United Kingdom,76,18309.49,-770.49,17539.0,0
2011-01-28,2011,1,January,Australia,1,384.68,0.0,384.68,0
2011-01-28,2011,1,January,France,3,1079.83,0.0,1079.83,0
2011-01-28,2011,1,January,Germany,1,0.0,-79.71,-79.71,0
2011-01-28,2011,1,January,Sweden,1,2938.76,0.0,2938.76,0
2011-01-28,2011,1,January,Switzerland,1,626.6,0.0,626.6,0
2011-01-28,2011,1,January,United Kingdom,93,15060.78,-1443.17,13617.61,0
2011-01-30,2011,1,January,United Kingdom,25,6615.75,-159.31,6456.44,0
2011-01-31,2011,1,January,Channel Islands,1,0.0,-30.5,-30.5,0
2011-01-31,2011,1,January,France,3,3591.97,-54.75,3537.22,0
2011-01-31,2011,1,January,Germany,4,2332.21,0.0,2332.21,0
2011-01-31,2011,1,January,Netherlands,1,134.48,0.0,134.48,0
2011-01-31,2011,1,January,United Kingdom,76,17578.75,-1190.46,16388.29,0
2011-02-01,2011,2,February,Austria,1,364.6,0.0,364.6,0
2011-02-01,2011,2,February,EIRE,1,797.77,0.0,797.77,0
2011-02-01,2011,2,February,France,1,510.85,0.0,510.85,0
2011-02-01,2011,2,February,Germany,3,314.15,-49.5,264.65,0
2011-02-01,2011,2,February,Netherlands,1,214.45,0.0,214.45,0
2011-02-01,2011,2,February,Spain,1,288.98,0.0,288.98,0
2011-02-01,2011,2,February,Sweden,1,509.5,0.0,509.5,0
2011-02-01,2011,2,February,United Kingdom,76,26034.69,-548.27,25486.42,0
2011-02-02,2011,2,February,Austria,1,153.76,0.0,153.76,0
2011-02-02,2011,2,February,EIRE,1,15.0,0.0,15.0,0
2011-02-02,2011,2,February,France,2,641.39,0.0,641.39,0
2011-02-02,2011,2,February,Germany,2,75.6,-25.5,50.1,0
2011-02-02,2011,2,February,Norway,1,334.4,0.0,334.4,0
2011-02-02,2011,2,February,United Kingdom,66,19981.05,-142.25,19838.8,0
2011-02-03,2011,2,February,Belgium,1,213.9,0.0,213.9,0
2011-02-03,2011,2,February,EIRE,1,788.06,0.0,788.06,0
2011-02-03,2011,2,February,Germany,4,1712.04,-69.5,1642.54,0
2011-02-03,2011,2,February,Netherlands,1,0.0,-34.8,-34.8,0
2011-02-03,2011,2,February,Spain,1,617.25,0.0,617.25,0
2011-02-03,2011,2,February,United Kingdom,44,20133.58,-30.95,20102.63,0
2011-02-04,2011,2,February,EIRE,1,229.6,0.0,229.6,0
2011-02-04,2011,2,February,France,1,1236.73,0.0,1236.73,0
2011-02-04,2011,2,February,Germany,1,0.0,-71.9,-71.9,0
2011-02-04,2011,2,February,Japan,1,45.57,0.0,45.57,0
2011-02-04,2011,2,February,Poland,1,337.2,0.0,337.2,0
2011-02-04,2011,2,February,Switzerland,2,693.33,0.0,693.33,0
2011-02-04,2011,2,February,United Kingdom,68,22619.76,-96.12,22523.64,0
2011-02-06,2011,2,February,United Kingdom,11,3457.11,0.0,3457.11,0
2011-02-07,2011,2,February,Australia,4,259.95,-67.95,192.0,0
2011-02-07,2011,2,February,Cyprus,2,1993.96,0.0,1993.96,0
2011-02-07,2011,2,February,Germany,1,0.0,-94.93,-94.93,0
2011-02-07,2011,2,February,United Kingdom,46,23701.1,-266.14,23434.96,0
2011-02-08,2011,2,February,EIRE,1,0.0,-25.8,-25.8,0
2011-02-08,2011,2,February,France,1,201.86,0.0,201.86,0
2011-02-08,2011,2,February,Germany,3,0.0,-125.93,-125.93,0
2011-02-08,2011,2,February,Netherlands,2,1306.28,-45.0,1261.28,0
2011-02-08,2011,2,February,Poland,1,266.85,0.0,266.85,0
2011-02-08,2011,2,February,United Kingdom,50,19174.93,-25.05,19149.88,0
2011-02-09,2011,2,February,Belgium,1,84.3,0.0,84.3,0
2011-02-09,2011,2,February,France,1,455.02,0.0,455.02,0
2011-02-09,2011,2,February,Germany,1,168.9,0.0,168.9,0
2011-02-09,2011,2,February,Japan,1,5735.24,0.0,5735.24,0
2011-02-09,2011,2,February,Spain,1,762.11,0.0,762.11,0
2011-02-09,2011,2,February,United Kingdom,26,9479.26,0.0,9479.26,0
2011-02-10,2011,2,February,France,1,321.56,0.0,321.56,0
2011-02-10,2011,2,February,Germany,2,351.95,0.0,351.95,0
2011-02-10,2011,2,February,United Kingdom,62,14222.95,-1386.92,12836.03,0
2011-02-11,2011,2,February,Belgium,1,231.51,0.0,231.51,0
2011-02-11,2011,2,February,Germany,2,2355.95,-124.8,2231.15,0
2011-02-11,2011,2,February,Switzerland,1,0.0,-12.25,-12.25,0
2011-02-11,2011,2,February,United Kingdom,89,20285.64,-1225.53,19060.11,0
2011-02-13,2011,2,February,United Kingdom,24,5713.63,-178.23,5535.4,0
2011-02-14,2011,2,February,EIRE,2,3120.71,0.0,3120.71,0
2011-02-14,2011,2,February,France,1,0.0,-6.3,-6.3,0
2011-02-14,2011,2,February,Germany,3,802.49,-32.75,769.74,0
2011-02-14,2011,2,February,Spain,1,446.16,0.0,446.16,0
2011-02-14,2011,2,February,United Arab Emirates,1,889.24,0.0,889.24,0
2011-02-14,2011,2,February,United Kingdom,45,21444.91,-218.67,21226.24,0
2011-02-15,2011,2,February,Australia,1,14022.92,0.0,14022.92,0
2011-02-15,2011,2,February,Channel Islands,1,1784.71,0.0,1784.71,0
2011-02-15,2011,2,February,EIRE,2,4362.5,0.0,4362.5,0
2011-02-15,2011,2,February,France,2,255.6,-18.0,237.6,0
2011-02-15,2011,2,February,United Kingdom,62,19445.42,-709.82,18735.6,0
2011-02-16,2011,2,February,Cyprus,1,1683.9,0.0,1683.9,0
2011-02-16,2011,2,February,Denmark,1,399.22,0.0,399.22,0
2011-02-16,2011,2,February,France,2,919.66,-18.0,901.66,0
2011-02-16,2011,2,February,Israel,1,779.1,0.0,779.1,0
2011-02-16,2011,2,February,Norway,1,296.5,0.0,296.5,0
2011-02-16,2011,2,February,United Kingdom,63,20870.72,-200.29,20670.43,0
2011-02-17,2011,2,February,Belgium,2,1119.2,0.0,1119.2,0
2011-02-17,2011,2,February,Cyprus,1,15.0,0.0,15.0,0
2011-02-17,2011,2,February,EIRE,1,281.12,0.0,281.12,0
2011-02-17,2011,2,February,France,1,250.0,0.0,250.0,0
2011-02-17,2011,2,February,Germany,2,540.58,0.0,540.58,0
2011-02-17,2011,2,February,United Kingdom,66,24166.77,-10.8,24155.97,0
2011-02-18,2011,2,February,Belgium,1,0.0,-14.85,-14.85,0
2011-02-18,2011,2,February,EIRE,1,162.7,0.0,162.7,0
2011-02-18,2011,2,February,France,3,974.6,-10.2,964.4,0
2011-02-18,2011,2,February,Germany,1,152.4,0.0,152.4,0
2011-02-18,2011,2,February,Italy,1,256.0,0.0,256.0,0
2011-02-18,2011,2,February,Spain,1,0.0,-20.8,-20.8,0
2011-02-18,2011,2,February,United Kingdom,57,14648.05,-152.0,14496.05,0
2011-02-20,2011,2,February,United Kingdom,29,9621.29,-45.8,9575.49,0
2011-02-21,2011,2,February,Belgium,1,192.31,0.0,192.31,0
2011-02-21,2011,2,February,Cyprus,1,320.69,0.0,320.69,0
2011-02-21,2011,2,February,EIRE,2,1011.08,0.0,1011.08,0
2011-02-21,2011,2,February,France,2,746.82,0.0,746.82,0
2011-02-21,2011,2,February,Germany,3,1418.29,-17.0,1401.29,0
2011-02-21,2011,2,February,Netherlands,2,18279.48,0.0,18279.48,0
2011-02-21,2011,2,February,Portugal,1,973.65,0.0,973.65,0
2011-02-21,2011,2,February,United Kingdom,45,13125.74,-12243.23,882.51,0
2011-02-22,2011,2,February,France,2,0.0,-24.55,-24.55,0
2011-02-22,2011,2,February,Netherlands,1,3211.7,0.0,3211.7,0
2011-02-22,2011,2,February,United Kingdom,61,29276.15,-181.18,29094.97,0
2011-02-23,2011,2,February,EIRE,1,1480.2,0.0,1480.2,0
2011-02-23,2011,2,February,France,2,439.76,0.0,439.76,0
2011-02-23,2011,2,February,Germany,1,388.3,0.0,388.3,0
2011-02-23,2011,2,February,United Kingdom,63,24553.34,-68.65,24484.69,0
2011-02-24,2011,2,February,Belgium,1,0.0,-4.9,-4.9,0
2011-02-24,2011,2,February,Finland,1,205.16,0.0,205.16,0
2011-02-24,2011,2,February,Saudi Arabia,1,145.92,0.0,145.92,0
2011-02-24,2011,2,February,Switzerland,1,1340.32,0.0,1340.32,0
2011-02-24,2011,2,February,United Kingdom,62,21118.44,-149.11,20969.33,0
2011-02-25,2011,2,February,Belgium,1,189.9,0.0,189.9,0
2011-02-25,2011,2,February,EIRE,1,0.0,-2548.8,-2548.8,0
2011-02-25,2011,2,February,Germany,2,1300.4,0.0,1300.4,0
2011-02-25,2011,2,February,Switzerland,1,179.35,0.0,179.35,0
2011-02-25,2011,2,February,United Kingdom,46,18926.09,-17.1,18908.99,0
2011-02-27,2011,2,February,Australia,1,412.55,0.0,412.55,0
2011-02-27,2011,2,February,France,1,110.6,0.0,110.6,0
2011-02-27,2011,2,February,United Kingdom,33,9003.35,-35.45,8967.9,0
2011-02-28,2011,2,February,Belgium,1,149.95,0.0,149.95,0
2011-02-28,2011,2,February,Czech Republic,1,549.26,0.0,549.26,0
2011-02-28,2011,2,February,France,4,1451.51,0.0,1451.51,0
2011-02-28,2011,2,February,Portugal,1,240.25,0.0,240.25,0
2011-02-28,2011,2,February,Switzerland,1,441.92,0.0,441.92,0
2011-02-28,2011,2,February,United Kingdom,53,18107.22,-1.95,18105.27,0
2011-03-01,2011,3,March,Belgium,1,559.12,0.0,559.12,0
2011-03-01,2011,3,March,EIRE,1,2541.15,0.0,2541.15,0
2011-03-01,2011,3,March,Finland,2,4418.02,0.0,4418.02,0
2011-03-01,2011,3,March,France,2,1146.26,0.0,1146.26,0
2011-03-01,2011,3,March,Germany,1,762.5,0.0,762.5,0
2011-03-01,2011,3,March,Norway,1,144.35,0.0,144.35,0
2011-03-01,2011,3,March,United Kingdom,55,15392.06,-42.95,15349.11,0
2011-03-02,2011,3,March,Channel Islands,1,828.84,0.0,828.84,0
2011-03-02,2011,3,March,Japan,2,15.3,-43.39,-28.09,0
2011-03-02,2011,3,March,United Kingdom,64,17846.65,-350.95,17495.7,0
2011-03-03,2011,3,March,Australia,2,16726.84,-168.7,16558.14,0
2011-03-03,2011,3,March,Austria,1,166.04,0.0,166.04,0
2011-03-03,2011,3,March,Belgium,1,410.0,0.0,410.0,0
2011-03-03,2011,3,March,EIRE,1,0.0,-10.2,-10.2,0
2011-03-03,2011,3,March,France,2,573.16,0.0,573.16,0
2011-03-03,2011,3,March,Germany,2,725.28,0.0,725.28,0
2011-03-03,2011,3,March,Saudi Arabia,1,0.0,-14.75,-14.75,0
2011-03-03,2011,3,March,United Kingdom,75,17802.68,-367.73,17434.95,0
2011-03-04,2011,3,March,EIRE,2,1185.49,0.0,1185.49,0
2011-03-04,2011,3,March,France,1,317.25,0.0,317.25,0
2011-03-04,2011,3,March,Greece,1,387.31,0.0,387.31,0
2011-03-04,2011,3,March,Italy,1,463.63,0.0,463.63,0
2011-03-04,2011,3,March,Japan,1,17.55,0.0,17.55,0
2011-03-04,2011,3,March,Spain,2,471.8,0.0,471.8,0
2011-03-04,2011,3,March,United Kingdom,48,16662.92,-31.93,16630.99,0
2011-03-06,2011,3,March,United Kingdom,35,10005.37,-375.09,9630.28,0
2011-03-07,2011,3,March,France,1,0.0,-20.4,-20.4,0
2011-03-07,2011,3,March,Germany,3,817.56,0.0,817.56,0
2011-03-07,2011,3,March,Japan,1,16.05,0.0,16.05,0
2011-03-07,2011,3,March,Spain,1,0.0,-36.5,-36.5,0
2011-03-07,2011,3,March,United Kingdom,95,31475.44,-934.48,30540.96,0
2011-03-08,2011,3,March,France,1,0.0,-37.25,-37.25,0
2011-03-08,2011,3,March,Germany,3,884.63,0.0,884.63,0
2011-03-08,2011,3,March,Portugal,1,1570.19,0.0,1570.19,0
2011-03-08,2011,3,March,United Kingdom,56,22614.2,-26.9,22587.3,0
2011-03-09,2011,3,March,Australia,1,210.9,0.0,210.9,0
2011-03-09,2011,3,March,Channel Islands,1,1576.36,0.0,1576.36,0
2011-03-09,2011,3,March,Netherlands,1,444.8,0.0,444.8,0
2011-03-09,2011,3,March,Switzerland,1,439.28,0.0,439.28,0
2011-03-09,2011,3,March,United Kingdom,75,19347.55,-131.72,19215.83,0
2011-03-10,2011,3,March,Belgium,1,0.0,-18.4,-18.4,0
2011-03-10,2011,3,March,Channel Islands,1,1104.13,0.0,1104.13,0
2011-03-10,2011,3,March,Cyprus,1,938.39,0.0,938.39,0
2011-03-10,2011,3,March,EIRE,4,6162.02,0.0,6162.02,0
2011-03-10,2011,3,March,Sweden,2,122.4,-180.0,-57.6,0
2011-03-10,2011,3,March,United Kingdom,81,17793.28,-323.93,17469.35,0
2011-03-11,2011,3,March,France,1,712.85,0.0,712.85,0
2011-03-11,2011,3,March,Germany,2,987.42,-14.25,973.17,0
2011-03-11,2011,3,March,United Kingdom,58,20390.57,-91.31,20299.26,0
2011-03-13,2011,3,March,France,1,343.29,0.0,343.29,0
2011-03-13,2011,3,March,United Kingdom,16,3792.75,-10.5,3782.25,0
2011-03-14,2011,3,March,Belgium,1,357.07,0.0,357.07,0
2011-03-14,2011,3,March,Canada,1,140.54,0.0,140.54,0
2011-03-14,2011,3,March,EIRE,3,1825.25,0.0,1825.25,0
2011-03-14,2011,3,March,France,1,479.4,0.0,479.4,0
2011-03-14,2011,3,March,Germany,1,0.0,-44.85,-44.85,0
2011-03-14,2011,3,March,Italy,1,0.0,-9.9,-9.9,0
2011-03-14,2011,3,March,Netherlands,1,117.93,0.0,117.93,0
2011-03-14,2011,3,March,Sweden,1,4400.28,0.0,4400.28,0
2011-03-14,2011,3,March,United Kingdom,51,18698.23,-100.21,18598.02,0
2011-03-15,2011,3,March,EIRE,3,3389.6,0.0,3389.6,0
2011-03-15,2011,3,March,France,2,565.54,-15.0,550.54,0
2011-03-15,2011,3,March,Poland,1,317.78,0.0,317.78,0
2011-03-15,2011,3,March,United Kingdom,57,16636.81,-234.7,16402.11,0
2011-03-16,2011,3,March,France,2,262.8,0.0,262.8,0
2011-03-16,2011,3,March,Germany,1,300.7,0.0,300.7,0
2011-03-16,2011,3,March,Spain,2,1218.95,0.0,1218.95,0
2011-03-16,2011,3,March,United Kingdom,54,20148.27,-765.72,19382.55,0
2011-03-17,2011,3,March,Denmark,1,3978.99,0.0,3978.99,0
2011-03-17,2011,3,March,EIRE,2,381.78,-4.95,376.83,0
2011-03-17,2011,3,March,Germany,3,1363.2,-51.75,1311.45,0
2011-03-17,2011,3,March,Italy,1,1017.68,0.0,1017.68,0
2011-03-17,2011,3,March,Norway,1,120.33,0.0,120.33,0
2011-03-17,2011,3,March,United Kingdom,75,33037.96,-357.38,32680.58,0
2011-03-18,2011,3,March,EIRE,1,743.71,0.0,743.71,0
2011-03-18,2011,3,March,Germany,5,2390.93,0.0,2390.93,0
2011-03-18,2011,3,March,United Kingdom,69,24536.36,-11382.28,13154.08,0
2011-03-20,2011,3,March,Belgium,1,226.3,0.0,226.3,0
2011-03-20,2011,3,March,EIRE,1,197.8,0.0,197.8,0
2011-03-20,2011,3,March,Finland,1,409.2,0.0,409.2,0
2011-03-20,2011,3,March,France,1,316.02,0.0,316.02,0
2011-03-20,2011,3,March,Germany,2,363.93,0.0,363.93,0
2011-03-20,2011,3,March,United Kingdom,58,20640.24,-165.9,20474.34,0
2011-03-21,2011,3,March,Belgium,1,347.35,0.0,347.35,0
2011-03-21,2011,3,March,Finland,1,0.0,-12.2,-12.2,0
2011-03-21,2011,3,March,France,2,205.87,0.0,205.87,0
2011-03-21,2011,3,March,Poland,1,0.0,-14.39,-14.39,0
2011-03-21,2011,3,March,United Kingdom,64,16162.3,-318.66,15843.64,0
2011-03-22,2011,3,March,France,1,523.98,0.0,523.98,0
2011-03-22,2011,3,March,Germany,3,1319.98,0.0,1319.98,0
2011-03-22,2011,3,March,Netherlands,1,235.71,0.0,235.71,0
2011-03-22,2011,3,March,Norway,2,160.33,-120.33,40.0,0
2011-03-22,2011,3,March,Spain,1,1085.99,0.0,1085.99,0
2011-03-22,2011,3,March,United Kingdom,75,28189.59,-82.9,28106.69,0
2011-03-23,2011,3,March,Austria,1,1542.08,0.0,1542.08,0
2011-03-23,2011,3,March,Belgium,2,614.55,0.0,614.55,0
2011-03-23,2011,3,March,France,4,1891.28,0.0,1891.28,0
2011-03-23,2011,3,March,Portugal,1,247.6,0.0,247.6,0
2011-03-23,2011,3,March,United Kingdom,80,19796.16,-62.6,19733.56,0
2011-03-24,2011,3,March,Australia,1,286.25,0.0,286.25,0
2011-03-24,2011,3,March,Belgium,2,837.59,0.0,837.59,0
2011-03-24,2011,3,March,EIRE,1,415.45,0.0,415.45,0
2011-03-24,2011,3,March,Germany,3,0.0,-45.15,-45.15,0
2011-03-24,2011,3,March,Portugal,1,27.0,0.0,27.0,0
2011-03-24,2011,3,March,Spain,1,1140.76,0.0,1140.76,0
2011-03-24,2011,3,March,Sweden,1,197.9,0.0,197.9,0
2011-03-24,2011,3,March,United Kingdom,85,33792.19,-89.89,33702.3,0
2011-03-25,2011,3,March,EIRE,1,750.37,0.0,750.37,0
2011-03-25,2011,3,March,France,1,357.91,0.0,357.91,0
2011-03-25,2011,3,March,Germany,4,2651.34,-6.2,2645.14,0
2011-03-25,2011,3,March,Netherlands,2,1563.51,0.0,1563.51,0
2011-03-25,2011,3,March,Spain,1,628.15,0.0,628.15,0
2011-03-25,2011,3,March,Switzerland,1,490.78,0.0,490.78,0
2011-03-25,2011,3,March,United Kingdom,57,24951.3,-731.98,24219.32,0
2011-03-27,2011,3,March,EIRE,1,0.0,-24.79,-24.79,0
2011-03-27,2011,3,March,France,1,164.05,0.0,164.05,0
2011-03-27,2011,3,March,Germany,1,0.0,-3.75,-3.75,0
2011-03-27,2011,3,March,United Kingdom,43,9062.35,-232.83,8829.52,0
2011-03-28,2011,3,March,EIRE,1,539.0,0.0,539.0,0
2011-03-28,2011,3,March,France,1,1136.3,0.0,1136.3,0
2011-03-28,2011,3,March,Germany,4,1089.54,-2.07,1087.47,0
2011-03-28,2011,3,March,Italy,3,325.5,-18.0,307.5,0
